client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
89a110b28009cf4c728e334d874ad7bc9cac4b6365a28fab55c27739fcc04db85a4ff8327342cb6f1b4eef042f511bd1858ce3ba0d2078c692bbd9e80627f2a7	common_voice_vi_21824031.mp3	16841507c49f66d62d30f99e2a89748e440b74c1f89116d6d410a0aee5d8ba8f	Sóng trước đổ đâu, sóng sau đổ đó.		1	2	thirties	male_masculine			vi	
89a110b28009cf4c728e334d874ad7bc9cac4b6365a28fab55c27739fcc04db85a4ff8327342cb6f1b4eef042f511bd1858ce3ba0d2078c692bbd9e80627f2a7	common_voice_vi_21824032.mp3	0adde998d421f43c0042a230559b0c3698f20209e2722485330eb44003e9c3d7	mai mày nhớ cho tao đi cùng đấy		0	2	thirties	male_masculine			vi	
89a110b28009cf4c728e334d874ad7bc9cac4b6365a28fab55c27739fcc04db85a4ff8327342cb6f1b4eef042f511bd1858ce3ba0d2078c692bbd9e80627f2a7	common_voice_vi_21824033.mp3	0257582bcbd33d94bdf3d9958f98195ffb3b44f899db23dbd4101c4eb7ad2604	Khiến cho Trinh bứt rứt không yên		0	2	thirties	male_masculine			vi	
89a110b28009cf4c728e334d874ad7bc9cac4b6365a28fab55c27739fcc04db85a4ff8327342cb6f1b4eef042f511bd1858ce3ba0d2078c692bbd9e80627f2a7	common_voice_vi_21824034.mp3	09931888a5d42baaebd57128f7a7f98efe65f4eff5a2f7ff6afa3c426df3213a	Tim nghẹt thở linh hồn như hóa đá		0	2	thirties	male_masculine			vi	
89a110b28009cf4c728e334d874ad7bc9cac4b6365a28fab55c27739fcc04db85a4ff8327342cb6f1b4eef042f511bd1858ce3ba0d2078c692bbd9e80627f2a7	common_voice_vi_21824047.mp3	1a2cfedc73e466873c100280a1a5ac18f74ccba12008a0271b987490df861732	A hội nằm nhìn ra bên ngoài có cánh cửa đại mở		1	2	thirties	male_masculine			vi	
89a110b28009cf4c728e334d874ad7bc9cac4b6365a28fab55c27739fcc04db85a4ff8327342cb6f1b4eef042f511bd1858ce3ba0d2078c692bbd9e80627f2a7	common_voice_vi_21824048.mp3	01e2e47481f7d31537075ddfce91e0305d662597401a06a57f81a6206e1935d6	và tính học thật khuya		0	2	thirties	male_masculine			vi	
89a110b28009cf4c728e334d874ad7bc9cac4b6365a28fab55c27739fcc04db85a4ff8327342cb6f1b4eef042f511bd1858ce3ba0d2078c692bbd9e80627f2a7	common_voice_vi_21824049.mp3	160d52b840aa7fc1cb7fb39701ce9ec44392e3b18dcb3ca2a692278dc015dc3c	Nên bố em mới đặt lên xe		1	2	thirties	male_masculine			vi	
b145cdf41b9a45130c31290e49b2ac27aea210d32de109f09e7bb5ab08a80f42abbf89d07607e18efa7e21719a8487df62036b08633f92ca36427d77e3f9bd28	common_voice_vi_21833212.mp3	02043d3ec6db22131a823e3f7854d06fb1b2d122ccaa1c98e08e291448a1a80e	Muốn sống tiếp phải theo lời của ta		0	2	twenties	male_masculine			vi	
b145cdf41b9a45130c31290e49b2ac27aea210d32de109f09e7bb5ab08a80f42abbf89d07607e18efa7e21719a8487df62036b08633f92ca36427d77e3f9bd28	common_voice_vi_21833265.mp3	11742a1c9d1b9bf573a81f879a03b58c122160e0b98a2594d3a80bcb3c070451	Xin cảm ơn quý khán thính giả đã chú ý lắng nghe		0	2	twenties	male_masculine			vi	
b145cdf41b9a45130c31290e49b2ac27aea210d32de109f09e7bb5ab08a80f42abbf89d07607e18efa7e21719a8487df62036b08633f92ca36427d77e3f9bd28	common_voice_vi_21833287.mp3	1a65ef650c87d7491594206de3aeafb44b72242ae76f9a4371acb4601eec95bb	Đàn con thơ dại		0	2	twenties	male_masculine			vi	
